M_F,M,F
27.14581221806228,16.103690397184323,21.98682163224103
-0.455484921225067,1.0343919147025626,-1.4905879555943804
-23.19086658555451,-15.443709528474466,-17.309829524602677
-11.055910939040237,-5.879367749998353,-9.561192308612988
20.085303997277883,11.25558240268979,16.79293424617998
16.57289192253489,9.72703372831889,13.472073076020866
9.941372095997592,4.643625575335122,9.123055957169411
5.510520720659554,3.4084914378016973,4.331837802711686
-10.629881227951198,-8.44038155067197,-6.776931505385613
-0.5301078265428539,-0.8332371325701946,0.03912103773005427
-4.32531561847855,-1.9038709026731826,-4.074996370223923
15.664145131883673,9.587641093112982,12.426016319715453
0.8974872735861819,-0.5597181570635792,1.7278865907072107
12.79654345895407,8.195691447876907,9.829338665606866
8.807247162929475,6.02511365381731,6.4268092279074835
-10.39937469089918,-5.0283260615754255,-9.509633896345512
-12.425040395329376,-7.78358978471099,-9.69055809570079
-15.957898641943428,-9.488040359495228,-12.854190420530017
8.185800348844676,7.589750134247688,4.1530505688947565
19.203611182663703,11.27426812921945,15.642349308058904
8.527050262202437,4.541796428030234,7.386017313559741
3.9011057074382554,2.326632765957854,3.145796358154923
22.22161771171052,14.579111162201592,16.765653387718235
12.369321246034385,8.140870368179634,9.30871837245614
-11.290965140820276,-7.6841769192811835,-8.285338465425392
13.331255933434434,7.642038367892544,11.036199667809917
1.6919008447023145,2.3092661054814574,0.21383716276203155
16.170452503688374,10.399950836205505,12.376383140721469
11.38493026849744,7.432015641063166,8.62413048256194
-19.30133675581201,-11.757100651861512,-15.346971270939568
-1.4415469979710607,-0.6540959245295221,-1.3536394475519002
-28.366099442272585,-16.380849591534535,-23.40585299423013
9.649956852643541,6.264909840100868,7.344248834325815
1.0464771779425996,2.335272621601482,-0.6318209900710384
1.6427088297598242,0.7350726092124379,1.5313531586443536
-22.05076565149076,-14.907533468683614,-16.281938745987702
19.044292694797303,12.86763489760868,14.045592477798957
6.7486310789790735,5.204046464697849,4.407129472362877
3.10279897195378,2.0847102631938785,2.2974346945278086
12.704330717406052,8.308176006504052,9.607521528016822
6.51818615811497,5.3163637950283515,4.009420235072932
-8.275189102917636,-3.671948928513673,-7.785827932615875
8.531577096270677,5.4271711108844345,6.581346405861796
1.806873051256552,2.5300673892031846,0.1740058323032547
5.127605548208436,2.7689617063446974,4.421808585707332
3.451742070193334,2.488701416414027,2.4101376568426938
2.275145826439518,2.4139913138023337,0.8925740825014528
4.46488880628568,2.711429139864142,3.5578599685951304
9.44931247485728,5.656226462742521,7.60639210852655
-1.8703611075729862,-1.4716119742661473,-1.1963361455744335
0.5679644333236037,-0.22975942814110045,0.9437091411058681
-6.520858186330258,-3.5102725626353117,-5.587448115059655
3.9769659738622583,3.1742474170628685,2.525461767709557
1.7160290685640331,0.8197432978537174,1.5715906034319156
9.840047358051784,6.246835265658739,7.600932024593613
10.534138585351391,6.187032708983095,8.59176922769717
7.984944127103662,4.282384645388306,6.820670142974457
-9.228064862566807,-6.833825460049986,-6.29012169913463
-2.6640882225863716,-3.1681910434933855,-0.7962823998464774
0.5119489708785651,0.9565939866085564,-0.14369581493368433
-6.753034412849085,-3.3763015055150305,-5.985668243158139
-5.8264356555870265,-3.821026361799522,-4.396160391566664
-5.818032112015343,-4.143502732877817,-4.099616593467397
-0.052144357076431516,1.278379536973642,-1.2213769827739307
-3.4294640138551196,-2.3999157168401046,-2.455661282481522
0.5945190279546172,-0.3399712263524018,1.0771613121158925
-0.5829488470604081,1.2853610076171225,-1.8211828168257649
30.969624003147597,18.30344656005182,25.2583373035869
-11.993824768314965,-7.8214717727871514,-9.10262721699456
-23.94617029444315,-14.557790392601898,-19.06630180265258
-12.262206905801072,-6.657887469436294,-10.47867157726514
-19.324548476365116,-10.855171514284413,-16.16473398770605
-7.412885822149508,-5.506377026101884,-5.03207235287968
-18.120292282295758,-10.41622484919992,-14.954864215518318
-3.293617916097888,-2.1169015015009127,-2.5238202801304714
17.966871751735866,11.866492799181174,13.49548158069533
14.836004995164084,9.88111735877562,11.069828369718163
-1.428707819668468,-1.862938659231,-0.27534309774931504
1.9597273672592839,2.5387735717407267,0.42349861287577195
9.23710578285575,5.322144123471921,7.6079481715296815
-1.944305672114444,-1.971698561172579,-0.8899596391850567
-5.087157146462526,-2.2637756156943314,-4.74935782088781
-9.617611541862804,-5.615926979988636,-7.845265230896004
-23.62981771627827,-15.191562365039164,-18.09143947177231
-6.883528826954413,-5.810875868289107,-4.10908101234759
-14.73467482407648,-8.47102588203754,-12.180396037356786
12.705888397648453,8.448148978793036,9.505209191347632
18.811091701857578,8.154773822627941,17.932622850956356
-49.08451278913079,-32.258031191860674,-37.01707869983335
25.2117898062419,14.236796189679323,21.078437112115434
-11.48292435806035,-4.557151198926312,-11.270009069070104
-24.331729380193277,-14.447982043942945,-19.700510030827648
-22.47282479569972,-17.504207165766285,-14.830316267338208
-4.209074371404262,-3.594493078603322,-2.4759515705104267
-3.1277533265505317,-1.0819612146593294,-3.202242120494768
-3.2678604619399856,-0.13918517527332935,-4.164311126271956
-1.7954834703169733,-0.3172844362471364,-2.1222221309718488
4.181656837878608,2.900099095021188,3.0140164437199766
-6.374885351408001,-3.1814218087237465,-5.714013062068485
-4.496830007883843,-3.682518334436027,-2.7591489827192985
0.021448152716120716,0.24680578231071013,-0.18475508456289472
-3.3028142398750324,-1.1396244469091708,-3.369401314035514
-8.014579650916271,-3.3775491114631464,-7.857814982968697
1.98961356068586,2.119188802494484,0.7740465635573154
3.2855697411789477,3.421496792361509,1.393234055564943
11.209462393743829,5.987334720764029,9.600871196145269
15.507455483189386,9.10214882744599,12.606521096095827
14.668406660329989,7.366111131512429,13.076336842162892
4.759767064801185,1.4114091778096292,5.0175153283372245
-0.5616224474033643,0.7031506165401222,-1.3956345667446584
13.935437880002729,8.99515748483422,10.637944645619585
-7.007163683941462,-3.434850538666046,-6.287153666872357
18.769184648167347,10.808118398601184,15.445666202157659
-6.785714338454042,-3.8008486991240016,-5.664428194658636
-2.824984364743855,-2.4086007849170064,-1.683218248179662
-10.121680769401939,-5.134526748276043,-8.917117541321959
-0.29271172668723416,1.3399431752044035,-1.4951783369669602
10.042501253091572,5.592206695302736,8.387442450586002
12.816662343119015,8.285958977484512,9.772782075648667
-2.162775023949608,-2.813597049330976,-0.3898759341984507
-20.176169984964535,-13.588409795079075,-14.917321722045394
-13.281309645465692,-7.345008028315115,-11.179233943699984
12.369309682120884,7.055110424220492,10.28312906228806
-6.337298786277349,-5.233242580358009,-3.8903039170954137
20.065447732625355,12.402780522163983,15.860341642775216
3.7057946562413844,2.5777855601817397,2.668860525432666
12.83823992087677,7.74698478597774,10.276494812174839
-28.92115045426311,-18.19792935126242,-22.491093063021488
12.42520561040695,8.782209433744674,8.838646114743545
2.7762904445953023,0.1912568642567765,3.490137088297766
-8.52414475259144,-5.268093725350886,-6.704009177894056
39.694155861752094,24.916436172744916,30.94239018112399
-8.66137301129576,-4.974871737488182,-7.131600078854001
-8.827847978733724,-6.978356900499731,-5.639636385366908
13.404829382363507,7.786939834663228,10.962826291891345
18.64869332641848,9.924022510615035,16.13338225274105
26.133788610301277,15.380595024560826,21.291250831547334
36.3190345301317,24.008626913970552,27.24477366895511
23.974366166107806,12.554347026349497,20.941124137361637
20.771953941836152,13.02030264505671,16.187524253254768
-2.8876825430287445,-2.4843871626465193,-1.6807156200858984
12.121760071888904,8.864298443311252,8.333499472793552
0.714205527319267,0.14396217901211747,0.8204715440383195
-5.488416037341616,-1.5485679055467085,-5.944480758065274
8.949622161241516,6.905736772689834,5.849267809734419
28.548454014634196,19.050966623078875,21.263148856926026
9.627151618695587,6.304083798096259,7.272101990622387
24.29416029733268,15.10678851417337,19.043021447664405
24.12198094529856,15.388372144919977,18.572170253042113
18.057351369445232,11.572326156744776,13.855657515463909
7.926095034953349,3.4754652775394512,7.523047959222248
22.21832299605868,14.829662147986589,16.571971921630684
7.606723844786769,2.73007368510763,7.8421590858658154
19.993920946508467,11.862003419518633,16.29859546093385
9.261286990879983,7.033036130882881,6.11698448940533
-5.725479751948119,-4.650568468013474,-3.586191617412878
8.869964290427262,3.7966365968592477,8.550091590556402
18.705011437743153,11.891075832665074,14.436418061689556
6.893668708212832,4.838588761652157,4.932512237593708
-7.616214920486897,-4.963698906328332,-5.77564175765538
-1.2813031500580658,-0.07784562222508218,-1.6369900890321034
8.981698713043485,6.858920473937688,5.963232683452521
0.015741161096299427,-0.3667549429194503,0.3408401628126411
9.469609974660687,5.280241018164581,7.967681722251218
7.481503798682257,6.865019877242345,3.9087189488383154
11.048446275554394,9.160743734127436,6.7653752365337265
15.97010096991093,10.08283844932074,12.405291730717257
18.331204097272277,13.89390629591927,12.260521668861701
17.464221353255798,14.245283605503639,10.950406512865285
16.889368936945747,12.551780294253968,11.548576638918657
13.980750251159451,10.878642744301933,9.095356485887022
8.887343364603762,7.198809134498019,5.462687243280074
7.698908382704386,4.591709569106661,6.24954890406354
15.667391895104094,11.426402987275512,10.829444870447087
3.1198933529033885,2.3155442087164655,2.1176033998249366
7.756022613590194,5.610939539341671,5.3881974306256994
13.544581518074182,10.012224686179584,9.249953354423198
5.957638347463844,4.46064936860495,4.022906510375894
-5.798147841787371,-3.784722954541545,-4.395487381588261
2.9552367086253875,0.8887423060937049,3.0681411955599245
14.592144203595785,9.806710550511571,10.823870263891044
14.142563777750034,8.978178857140085,10.926992707972575
12.368016949070377,8.25295342256441,9.214596542978033
-1.2571300270723416,-2.2067798853460254,0.12718043651790512
9.809706415164133,7.482073294717238,6.576432254466595
2.4277087590914226,2.2733670717051235,1.2530531795196582
1.4698534766343618,3.2490875263445735,-0.7874911665223953
0.466176364941052,-1.1828396494498832,1.560350238897329
-20.268180172154324,-11.749983384760974,-16.615046105425595
-15.208589776436165,-8.49557716309713,-12.730633438857359
6.486282233231311,4.11384246134006,5.012517319544706
4.299351557699491,1.5459120139186007,4.363642296223256
7.368827305218971,3.626939517899586,6.666025102807511
-10.478462803636605,-8.489720470892772,-6.5495790329810895
-7.253855772999595,-5.331176528870104,-4.96590440696216
-12.052325433743185,-10.229516218852151,-7.043110618715827
-15.945165423511266,-10.825259073833003,-11.71414895750123
15.50942357721878,10.061777144932677,11.798070330949027
5.380993098955004,2.292721411148943,5.243389996934358
18.492522720251177,12.087860343160823,13.991095071137472
8.28577394057499,4.949377816505397,6.668787983169851
9.010964531918592,4.66389671276193,7.897666539997969
5.381388335425269,1.9352117291668793,5.4187803091527496
3.3095753787548525,0.6803204560811547,3.7735990351928717
5.36384646981757,2.6103140613986633,4.862879605986301
11.977293758911443,6.709492759885094,10.072066172869354
9.256587058029181,5.3357245480743885,7.649895479376265
-13.047134400952409,-8.651706682103573,-9.762170221084519
-22.70756378692895,-11.922370699032971,-19.768761972360625
28.728916650071323,15.687050545487118,24.620330133348507
-12.654527456976936,-8.610311219715415,-9.281902583430142
9.0002011038171,6.1091453497254715,6.607508424556589
-10.63509575107855,-7.826232163915361,-7.264906317230667
-1.8032475034873472,-2.364255596243171,-0.34218862838931824
-5.329430534526964,-3.010628188605868,-4.450120483788454
-2.1695180355219805,-2.458080693195421,-0.7389369123306417
19.359132608526316,11.932184345600351,15.279808823146263
7.036446235440389,3.5500630751945335,6.300154177707669
-7.3380554634303525,-6.218952913973669,-4.350618414084013
3.5640358985543226,2.5941578024706846,2.4649222165410847
7.35877094164545,5.520373519043379,4.926750278479589
6.8617149125987,4.449110590936499,5.223355762491766
5.290376807395935,3.11390396645649,4.320646380659691
4.364519756104039,1.4853102279780175,4.485490462676907
-2.0833032653291115,-2.0995411975550695,-0.9600268546024551
7.896143286582607,6.520028195481541,4.798041073182518
7.89139423666571,6.056062904402701,5.157421286285642
7.562696097661369,5.177321329100606,5.51823887001358
10.691001626018812,7.1511068349177425,7.944352936972669
16.117929743814447,9.623733102625195,12.979572922540328
18.082195428257524,10.32969340167075,15.07161779877267
1.9336660400420893,1.688554720242804,1.0757448489048556
12.692219901216664,6.9563430956806815,10.819040640187088
3.804490556197242,4.238569147553648,1.2833282465887401
15.471754894428898,9.698682668100334,12.081164472880966
-2.466592422979357,-2.6984244052852633,-0.8830923025586849
-0.4029132986145219,-0.6230743802199604,0.011150315219781572
3.4301997673391025,1.8980219766018611,2.887137754546506
10.91636967077693,5.831047788859002,9.427003700486944
-13.61805893383037,-9.055753173918504,-10.187618610878504
-12.178040977593763,-8.797512650998828,-8.488942915121982
-10.62537747127368,-6.269987585701672,-8.635566105385038
-5.971886567155429,-4.358626737074715,-4.1397539948807305
-2.6331519574952376,-0.0708810781184571,-3.340846312197753
19.403220225702885,14.29307400723662,13.29977662895893
-16.965235222345363,-11.077737065553759,-12.84642753251446
18.109406206883154,12.759399081360094,12.897286578449823
-6.314309521668186,-3.8962661909527085,-4.972313932280632
10.490319900423392,7.806969893368133,7.084186393980833
-9.324864201245552,-5.007322970170121,-8.047958139992657
-23.883141916992997,-15.091348006817679,-18.533194580066215
14.6517071759533,9.03024202824809,11.550424888777068
9.770719212407593,6.35516453713733,7.417530546539767
0.742388449724419,0.13391935104988775,0.8753783510527137
11.915906720300045,6.777979970306994,9.887393128639582
16.71704627461511,9.56011314472249,13.895490674964284
24.838199449858376,15.994201808258918,19.030924370137882
22.822770388184274,16.12263078102903,16.248136689916695
21.091245454922696,11.666672199410428,17.86707291317766
23.170517482390856,17.301348835013922,15.762507395107413
21.785712708655993,13.909902465353882,16.768793331824707
15.551097306346332,11.816254387765076,10.332608677885993
-14.608722431787832,-8.222264266996223,-12.257598300044437
1.3023651964188503,1.5858744432588718,0.3083606297605092
12.344172886373741,8.870031995790775,8.624052163230953
20.484792844736226,14.628289110287827,14.435336001393187
10.320863795386122,6.5354871181207495,7.997607192476849
24.936462251496714,16.31356116066242,18.849962887884793
25.33794503130765,15.808384538162898,19.82277913903597
21.406254849998657,14.586154306615414,15.69955774321047
3.199551490358265,1.5692745765650284,2.8771199700510737
9.826041819941844,6.358778949395592,7.487413874154321
14.518125890881116,9.740670479817894,10.770044949961992
19.61817470911096,12.478268330430272,15.19919556603411
19.27020736463078,13.11333175124644,14.130332206123693
2.6933226606898533,0.0844398525071045,3.4193929529181464
5.433716915769061,2.6249690883998555,4.9217263624766305
